gazouiller	gazouillasse
gazouiller	gazouillassent
gazouiller	gazouillassiez
gazouiller	gazouilla
gazouiller	gazouillasses
gazouiller	gazouillât
gazouiller	gazouillassions
gazouiller	gazouille
gazouiller	gazouillâtes
gazouiller	gazouillée
gazouiller	gazouillées
gazouiller	gazouillent
gazouiller	gazouillant
gazouiller	gazouillerai
gazouiller	gazouilleraient
gazouiller	gazouillerais
gazouiller	gazouillé
gazouiller	gazouillera
gazouiller	gazouillerait
gazouiller	gazouillèrent
gazouiller	gazouilleras
gazouiller	gazouilleriez
gazouiller	gazouillerions
gazouiller	gazouilleront
gazouiller	gazouillerez
gazouiller	gazouillerons
gazouiller	gazouillez
gazouiller	gazouillés
gazouiller	gazouillions
gazouiller	gazouillons
gazouiller	gazouilliez
gazouilleur	gazouilleurs
geai	geais
géant	géante
géant	géants
gazouiller	gazouilles
gecko	geckos
géant	géantes
geignant	geignante
geignard	geignarde
geignant	geignantes
geignard	geignards
geignard	geignardes
geignardise	geignardises
geindre	geignaient
geignement	geignements
géhenne	géhennes
geindre	geignant
geindre	geigne
geindre	geignais
geindre	geignait
geindre	geignez
geindre	geignent
geindre	geigniez
geindre	geignîmes
geindre	geignirent
geindre	geignisse
geindre	geignis
geindre	geignions
geindre	geignisses
geindre	geignissent
geindre	geignit
geindre	geignissiez
geindre	geignissions
geindre	geignîtes
geindre	geignons
geindre	geignît
geindre	geindra
geindre	geindrai
geindre	geindraient
geindre	geindrais
geindre	geignes
geindre	geindrait
geindre	geindras
geindre	geindriez
geindre	geindrions
geindre	geindrez
geindre	geindrons
geindre	geint
geindre	geindront
gel	gels
geindre	geins
gélatine	gélatines
gelé	gelés
gélatineux	gélatineuse
gélatineux	gélatineuses
gelée	gelées
geisha	geishas
geler	gela
geler	gelai
geler	gelâmes
geler	gelaient
geler	gelait
geler	gelasse
geler	gelassent
geler	gelais
geler	gelasses
geler	gelas
geler	gelassiez
geler	gelât
geler	gelassions
geler	gelâtes
geler	gelé
geler	gelant
geler	gelées
geler	gèle
geler	gelée
geler	gèlera
geler	gèlerai
geler	gèlerais
geler	gèlerait
geler	gèleraient
geler	gelèrent
geler	gèlerez
geler	gèleriez
geler	gèlerions
geler	gèlerons
geler	gèlent
geler	gèleront
geler	gelez
geler	gèleras
geler	gelions
geler	gelés
geler	gelons
gélifier	gélifia
geler	gèles
gélifier	gélifiai
gélifier	gélifiais
gélifier	gélifiaient
geler	geliez
gélifier	gélifiait
gélifier	gélifias
gélifier	gélifiâmes
gélifier	gélifiant
gélifier	gélifiasse
gélifier	gélifiasses
gélifier	gélifiassiez
gélifier	gélifiassions
gélifier	gélifie
gélifier	gélifiât
gélifier	gélifiassent
gélifier	gélifiâtes
gélifier	gélifient
gélifier	gélifié
gélifier	gélifiée
gélifier	gélifiées
gélifier	gélifierais
gélifier	gélifiera
gélifier	gélifierai
gélifier	gélifieraient
gélifier	gélifieras
gélifier	gélifierait
gélifier	gélifierez
gélifier	gélifieriez
gélifier	gélifieront
gélifier	gélifierions
gélifier	gélifies
gélifier	gélifierons
gélifier	gélifièrent
gélifier	gélifiiez
gélifier	gélifiés
gélifier	gélifiions
gélifier	gélifions
gélifier	gélifiez
gélinotte	gélinottes
gelure	gelures
gélule	gélules
gémellaire	gémellaires
géminer	gémina
géline	gélines
gémeau	gémeaux
géminer	géminai
géminer	géminaient
géminer	géminait
géminer	géminâmes
géminer	géminant
géminer	géminasse
géminer	géminassent
géminer	géminais
géminer	géminassions
géminer	géminasses
géminer	géminassiez
géminer	géminas
géminer	géminâtes
géminer	géminé
géminer	géminât
géminer	géminées
géminer	géminent
géminer	géminera
géminer	géminerai
géminer	géminée
géminer	gémineraient
géminer	géminerais
géminer	géminerait
géminer	géminerez
géminer	gémineras
géminer	géminèrent
géminer	gémineriez
géminer	géminerions
géminer	gémine
géminer	géminerons
géminer	gémines
géminer	géminés
géminer	géminiez
géminer	gémineront
géminer	géminons
géminer	géminions
gémir	gémi
gémir	gémie
gémir	gémîmes
géminer	géminez
gémir	gémiraient
gémir	gémira
gémir	gémirai
gémir	gémirais
gémir	gémirent
gémir	gémiras
gémir	gémirait
gémir	gémirions
gémir	gémiriez
gémir	gémirons
gémir	gémis
gémir	gémiront
gémir	gémissaient
gémir	gémissais
gémir	gémirez
gémir	gémissait
gémir	gémissent
gémir	gémisses
gémir	gémissez
gémir	gémissant
gémir	gémissions
gémir	gémissiez
gémir	gémissons
gémir	gémit
gémir	gémît
gémissant	gémissante
gémissant	gémissantes
gémir	gémisse
gémissant	gémissants
gémissement	gémissements
gémisseur	gémisseurs
gemme	gemmes
gémir	gémîtes
gênant	gênantes
gênant	gênante
gênant	gênants
gendarme	gendarmes
gendarmerie	gendarmeries
gendelettre	gendelettres
gendre	gendres
gemmail	gemmaux
gencive	gencives
gêne	gênes
gêné	gênée
gêné	gênées
généalogie	généalogies
gêné	gênés
généalogique	généalogiques
genépi	genépis
généalogiste	généalogistes
génépi	génépis
gêner	gênai
gène	gènes
gêner	gênaient
gêner	gênait
gêner	gênâmes
gêner	gênais
gêner	gênant
gêner	gêna
gêner	gênas
gêner	gênassiez
gêner	gênassent
gêner	gênassions
gêner	gênât
gêner	gênasses
gêner	gênasse
gêner	gênâtes
gêner	gênée
gêner	gênées
gêner	gêne
gêner	gêné
gêner	gênera
gêner	gênerai
gêner	gêneraient
gêner	gênerais
gêner	gêneras
gêner	gênerait
gêner	gênèrent
gêner	gênent
gêner	gêneriez
gêner	gênerions
gêner	gênerons
gêner	gênes
gêner	gêneront
gêner	gênés
gêner	gênerez
gêner	gêniez
gêner	gênions
général	générale
gêner	gênez
général	générales
général	généraux
généralisation	généralisations
général	générals
généralisé	généralisée
généralisé	généralisées
généraliser	généralisai
généraliser	généralisaient
généraliser	généralisais
généraliser	généralisait
généraliser	généralisâmes
gêner	gênons
généraliser	généralisant
généraliser	généralisasse
généraliser	généralisassent
généraliser	généralisas
généraliser	généralisasses
généraliser	généralisassiez
généraliser	généralisassions
généraliser	généralisât
généraliser	généralisâtes
généraliser	généralise
généraliser	généralisé
généraliser	généralisée
généraliser	généralisées
généraliser	généralisera
généraliser	généraliserai
généraliser	généraliseraient
généraliser	généralisa
généraliser	généraliserais
généraliser	généraliseras
généraliser	généraliserait
généraliser	généralisèrent
généraliser	généraliseriez
généraliser	généraliserez
généraliser	généraliserions
généraliser	généralisent
généraliser	généraliseront
généraliser	généraliserons
généraliser	généralisez
généraliser	généralisés
généraliser	généralisions
généraliser	généralisons
généraliser	généralises
généraliste	généralistes
générateur	générateurs
généralité	généralités
générateur	génératrices
généraliser	généralisiez
générateur	génératrice
généré	générée
génératif	générative
généré	générés
génération	générations
générer	générai
générer	généraient
générer	générait
générer	générais
générer	générâmes
générer	généras
générer	générant
générer	générasse
générer	générassent
générer	générassiez
générer	générassions
générer	générasses
générer	générât
générer	générâtes
générer	génère
générer	généré
générer	générée
générer	génèrent
générer	générées
générer	généra
générer	générera
générer	généreraient
générer	générerait
générer	générerai
générer	générerais
générer	généreras
générer	générèrent
générer	générerions
générer	générerez
générer	générerons
générer	générés
générer	généreriez
générer	généreront
générer	génères
générer	génériez
générer	générions
généreux	généreuse
généreux	généreuses
générique	génériques
générosité	générosités
générer	générez
générer	générons
genèse	genèses
généticien	généticienne
genet	genets
généticien	généticiennes
généticien	généticiens
genette	genettes
génétique	génétiques
genêt	genêts
gêneur	gêneuse
genevois	genevoise
gêneur	gêneuses
genevois	genevoises
genévrier	genévriers
génial	géniales
génial	géniale
génie	génies
gêneur	gêneurs
genièvre	genièvres
génital	génitale
génital	génitales
génial	géniaux
génital	génitaux
géniteur	géniteurs
géniteur	génitrices
génisse	génisses
géniteur	génitrice
génitoire	génitoires
génois	génoise
génocide	génocides
génitif	génitifs
génotype	génotypes
génois	génoises
génomique	génomiques
genouillère	genouillères
genou	genoux
génome	génomes
génovéfain	génovéfains
gent	gentes
genre	genres
gentiane	gentianes
gent	gents
gentil	gentille
gentil	gentilles
gentilhomme	gentilshommes
gentilhommier	gentilhommière
gentilhommier	gentilhommières
gent	gente
gentil	gentils
gentillet	gentillette
gentillesse	gentillesses
gentleman	gentlemen
gentillet	gentillets
gentleman-farmer	gentlemen-farmers
génuflexion	génuflexions
gentleman	gentlemans
géocorise	géocorises
géodésien	géodésiens
géodésique	géodésiques
géographe	géographes
géographie	géographies
géodésie	géodésies
géographique	géographiques
geôlier	geôlière
gentry	gentrys
geôlier	geôlières
géologie	géologies
geôle	geôles
geôlier	geôliers
géologue	géologues
géomagnétique	géomagnétiques
géologique	géologiques
géométrique	géométriques
géophysicien	géophysicienne
géomètre	géomètres
géométrie	géométries
géophysicien	géophysiciennes
géopolitique	géopolitiques
géophysicien	géophysiciens
géorgien	géorgiens
géorgien	géorgienne
géoscience	géosciences
géostationnaire	géostationnaires
géostratégique	géostratégiques
géosynclinal	géosynclinaux
géorgien	géorgiennes
géothermal	géothermale
géothermique	géothermiques
géorgique	géorgiques
géotropique	géotropiques
gérance	gérances
géothermie	géothermies
gérant	gérante
gérable	gérables
géranium	géraniums
gerbe	gerbes
gérant	gérantes
gérant	gérants
gerber	gerba
gerber	gerbais
gerber	gerbant
gerber	gerbaient
gerber	gerbé
gerber	gerbait
gerber	gerbées
gerber	gerbée
gerber	gerberais
gerber	gerbent
gerber	gerbèrent
gerber	gerbe
gerber	gerbes
gerbera	gerberas
gerbeur	gerbeuses
gerbier	gerbière
gerboise	gerboises
gerce	gerces
gerbeur	gerbeuse
gercer	gerça
gerber	gerbés
gercer	gerçaient
gercer	gerçait
gercer	gerçai
gercer	gerçâmes
gercer	gerçais
gercer	gerças
gercer	gerçant
gercer	gerçasses
gercer	gerçassent
gercer	gerçassiez
gercer	gerçassions
gercer	gerçâtes
gercer	gerçât
gercer	gerçasse
gercer	gercée
gercer	gercées
gercer	gerce
gercer	gercent
gercer	gercerai
gercer	gerceraient
gercer	gercerais
gercer	gercerait
gercer	gercé
gercer	gercera
gercer	gercerez
gercer	gercèrent
gercer	gerceriez
gercer	gercerions
gercer	gerceront
gercer	gerceras
gercer	gercerons
gercer	gercez
gercer	gercés
gercer	gercions
gercer	gerçons
gercer	gerces
gerçure	gerçures
gérer	gérai
gercer	gerciez
gérer	géraient
gérer	gérait
gérer	géra
gérer	gérais
gérer	gérant
gérer	gérâmes
gérer	gérassent
gérer	géras
gérer	gérasse
gérer	gérassiez
gérer	gérasses
gérer	gérassions
gérer	gérâtes
gérer	gérât
gérer	gérée
gérer	gérées
gérer	gèrent
gérer	géré
gérer	gérera
gérer	géreraient
gérer	gérerais
gérer	gérerait
gérer	géreras
gérer	gérèrent
gérer	gérerai
gérer	géreriez
gérer	gérerez
gérer	gérerions
gérer	géreront
gérer	gérés
gérer	gérerons
gérer	gères
gérer	gériez
gérer	gérez
gérer	gérions
gerfaut	gerfauts
gériatrique	gériatriques
gérer	gère
gérer	gérons
germain	germains
germain	germaines
germanique	germaniques
germano-anglais	germano-anglaises
germé	germée
germain	germaine
germe	germes
germé	germées
germé	germés
germer	germaient
germer	germa
germer	germai
germer	germais
germer	germâmes
germer	germas
germer	germait
germer	germasse
germer	germassent
germer	germassiez
germer	germassions
germer	germant
germer	germasses
germer	germe
germer	germâtes
germer	germée
germer	germées
germer	germé
germer	germât
germer	germerai
germer	germeraient
germer	germerais
germer	germera
germer	germerait
germer	germèrent
germer	germeras
germer	germeriez
germer	germerions
germer	germerons
germer	germeront
germer	germes
germer	germerez
germer	germent
germer	germiez
germer	germés
germer	germions
germinal	germinale
germer	germons
germinal	germinals
gérondif	gérondifs
germination	germinations
gérontocratie	gérontocraties
gérontologie	gérontologies
gérontophile	gérontophiles
gerseau	gerseaux
géronte	gérontes
gésir	gis
gésier	gésiers
gésir	gisais
gésir	gisaient
gésir	gisait
gésir	gisent
gésir	gisez
gésir	gisant
gésir	gisions
gésir	gisons
germer	germez
gésir	gît
gésir	gisiez
gestation	gestations
gesticulant	gesticulante
geste	gestes
gesticulant	gesticulantes
gesticulateur	gesticulateurs
gesse	gesses
gesticulation	gesticulations
gesticuler	gesticulai
gesticulant	gesticulants
gesticuler	gesticulais
gesticuler	gesticulaient
gesticuler	gesticulâmes
gesticuler	gesticula
gesticuler	gesticulait
gesticuler	gesticulasse
gesticuler	gesticulas
gesticuler	gesticulant
gesticuler	gesticulassiez
gesticuler	gesticulasses
gesticuler	gesticulassions
gesticuler	gesticulâtes
gesticuler	gesticulassent
gesticuler	gesticule
gesticuler	gesticulât
gesticuler	gesticulées
gesticuler	gesticulé
gesticuler	gesticulée
gesticuler	gesticulerai
gesticuler	gesticuleraient
gesticuler	gesticulent
gesticuler	gesticulerais
gesticuler	gesticuleras
gesticuler	gesticulerait
gesticuler	gesticulerez
gesticuler	gesticuleriez
gesticuler	gesticulèrent
gesticuler	gesticulerons
gesticuler	gesticulera
gesticuler	gesticulerions
gesticuler	gesticuleront
gesticuler	gesticules
gesticuler	gesticulés
gesticuler	gesticulions
gesticuler	gesticuliez
gestion	gestions
gesticuler	gesticulez
gestionnaire	gestionnaires
gestuel	gestuelles
gesticuler	gesticulons
gestuelle	gestuelles
gestuel	gestuelle
ghanéen	ghanéens
gestuel	gestuels
ghetto	ghettos
gibbeux	gibbeuse
geyser	geysers
gibbosité	gibbosités
giaour	giaours
gibecière	gibecières
gibelin	gibelins
gibelotte	gibelottes
gibbon	gibbons
giberne	gibernes
gibelin	gibeline
giboulée	giboulées
gibier	gibiers
giboyeux	giboyeuses
giclée	giclées
giboyeux	giboyeuse
giclement	giclements
gicler	gicla
gicler	giclai
gicler	giclaient
gicler	giclais
gicler	giclâmes
gicler	giclant
gicler	giclas
gicler	giclait
gicler	giclassent
gicler	giclasses
gibet	gibets
gicler	giclassiez
gicler	giclassions
gicler	giclât
gicler	giclâtes
gicler	gicle
gicler	giclasse
gicler	giclé
gicler	giclée
gicler	giclent
gicler	giclées
gicler	gicleraient
gicler	giclerai
gicler	giclerais
gicler	giclerait
gicler	giclèrent
gicler	giclerez
gicler	gicleriez
gicler	giclerions
gicler	giclerons
gicler	giclera
gicler	gicleras
gicler	giclés
gicler	gicleront
gicler	gicliez
gicler	giclez
gicler	gicles
gicler	giclions
gidien	gidiennes
gifle	gifles
gicler	giclons
gidien	gidienne
gifler	giflaient
gifler	giflais
gifler	giflait
gifler	giflâmes
gifler	giflai
gifler	giflant
gifler	gifla
gifler	giflas
gifler	giflassent
gifler	giflasses
gifler	giflassiez
gifler	giflassions
gifler	giflât
gifler	giflâtes
gifler	giflé
gifler	giflasse
gifler	gifle
gifler	giflée
gifler	giflées
gifler	giflera
gifler	giflerai
gifler	gifleraient
gifler	giflerais
gifler	gifleras
gifler	giflerait
gifler	giflèrent
gifler	gifleriez
gifler	giflerions
gifler	giflerons
gifler	gifleront
gifler	giflent
gifler	giflerez
gifler	giflez
gifler	giflés
gifler	giflions
gifler	giflons
gifler	gifliez
gifleur	gifleuse
giga	gigas
gift	gifts
gifler	gifles
gigabit	gigabits
gigantisme	gigantismes
gigantesque	gigantesques
gigolo	gigolos
gigogne	gigognes
gigaoctet	gigaoctets
gigolpince	gigolpinces
gigot	gigots
gigoter	gigota
gigoter	gigotaient
gigotement	gigotements
gigoter	gigotait
gigoter	gigotai
gigoter	gigotâmes
gigoter	gigotas
gigoter	gigotais
gigoter	gigotasse
gigoter	gigotasses
gigoter	gigotassent
gigoter	gigotassions
gigoter	gigotassiez
gigoter	gigotâtes
gigoter	gigotant
gigoter	gigoté
gigoter	gigotât
gigoter	gigotera
gigoter	gigotent
gigoter	gigoterai
gigoter	gigoteraient
gigoter	gigoterais
gigoter	gigoteras
gigoter	gigoterait
gigoter	gigotèrent
gigoter	gigoterez
gigoter	gigoteriez
gigoter	gigoterions
gigoter	gigoteront
gigoter	gigote
gigoter	gigotes
gigoter	gigotiez
gigoter	gigoterons
gigoter	gigotez
gigoter	gigotions
gilet	gilets
gigoter	gigotons
giletier	giletières
gigue	gigues
gimmick	gimmicks
gingembre	gingembres
gingival	gingivale
gingival	gingivales
gingival	gingivaux
ginguet	ginguets
ginguet	ginguette
ginguet	ginguettes
girafe	girafes
girafeau	girafeaux
gin	gins
girande	girandes
girandole	girandoles
giraudiste	giraudistes
giravion	giravions
gille	gilles
giration	girations
girel	girelles
girie	giries
girodyne	girodynes
gire	gires
girofle	girofles
giroflée	giroflées
girl	girls
girolle	girolles
girond	girondes
girond	gironds
girondin	girondine
girondin	girondines
girondin	girondins
girouette	girouettes
girouetter	girouettait
girouetter	girouettant
giron	girons
gisant	gisante
gisant	gisants
gisant	gisantes
giscardien	giscardienne
giscardien	giscardiennes
giscardien	giscardiens
gisquette	gisquettes
gisement	gisements
gitan	gitanes
girond	gironde
gitan	gitans
gitan	gitane
gîter	gîtait
gîter	gîté
gîter	gîtent
gîter	gîtera
gîter	gîta
givrant	givrante
giton	gitons
givré	givrée
givré	givrées
gîte	gîtes
givré	givrés
givrer	givrait
givre	givres
givrer	givré
givrer	givrées
glabre	glabres
givrer	givrée
glaçant	glaçante
givrer	givrés
glaçage	glaçages
glace	glaces
glacé	glacée
glacé	glacées
glacer	glaçai
glacé	glacés
glacer	glaçaient
glacer	glaçait
glacer	glaçais
glacer	glaçâmes
glacer	glaças
glacer	glaçant
glacer	glaçasse
glacer	glaçasses
glacer	glaçassent
glacer	glaçassions
glacer	glaça
glacer	glaçât
glacer	glaçassiez
glacer	glacé
glacer	glaçâtes
glacer	glace
glacer	glacée
glacer	glacera
glacer	glacées
glacer	glaceraient
glacer	glacerai
glacer	glacerais
glacer	glacerait
glacer	glacèrent
glacer	glacerez
glacer	glacent
glacer	glaceras
glacer	glacerons
glacer	glacerions
glacer	glaceriez
glacer	glacés
glacer	glaceront
glacer	glacez
glacer	glaciez
glacer	glaçons
glacer	glaces
glacer	glacions
glacial	glaciale
glacial	glacials
glaciaire	glaciaires
glaciation	glaciations
glacier	glaciers
glacial	glaciales
glacière	glacières
glaçure	glaçures
glacial	glaciaux
gladiatrice	gladiatrices
glaglater	glaglate
gladiateur	gladiateurs
glaïeul	glaïeuls
glaireux	glaireuse
glaçon	glaçons
glaireux	glaireuses
glaise	glaises
glaiseux	glaiseuse
glaiseux	glaiseuses
gland	glands
glaive	glaives
glander	glandais
glander	glandait
glande	glandes
glander	glandé
glander	glandent
glander	glande
glander	glandes
glaire	glaires
glander	glandez
glander	glandons
glandeur	glandeurs
glandilleuse	glandilleuses
glandouiller	glandouillant
glandouiller	glandouillé
glander	glandiez
glandouiller	glandouillez
glandulaire	glandulaires
glandu	glandus
glandouiller	glandouille
glaner	glana
glanduleux	glanduleuse
glaner	glanaient
glaner	glanai
glaner	glanais
glaner	glanâmes
glaner	glanant
glane	glanes
glaner	glanas
glaner	glanassent
glaner	glanait
glaner	glanasse
glaner	glanassiez
glaner	glanassions
glaner	glanât
glaner	glanasses
glaner	glanâtes
glaner	glane
glaner	glané
glaner	glanées
glaner	glanera
glaner	glanent
glaner	glanerai
glaner	glanerais
glaner	glaneraient
glaner	glanerait
glaner	glanèrent
glaner	glanée
glaner	glanerez
glaner	glaneriez
glaner	glanerions
glaner	glaneront
glaner	glanes
glaner	glaneras
glaner	glanerons
glaner	glaniez
glaner	glanés
glaner	glanions
glaner	glanons
glaneur	glaneuse
glapir	glapie
glapir	glapi
glaner	glanez
glapir	glapîmes
glapir	glapirai
glapir	glapira
glapir	glapiraient
glapir	glapirais
glapir	glapies
glapir	glapiras
glapir	glapirent
glapir	glapiriez
glapir	glapirez
glapir	glapirait
glapir	glapirions
glapir	glapiront
glapir	glapissaient
glapir	glapissais
glapir	glapis
glapir	glapirons
glapir	glapisse
glapir	glapissant
glapir	glapissait
glapir	glapissez
glapir	glapissent
glapir	glapissions
glapir	glapissiez
glapir	glapit
glapir	glapissons
glapir	glapîtes
glapissant	glapissante
glapissant	glapissantes
glapir	glapît
glapir	glapisses
glapissement	glapissements
glass	glasses
glapissant	glapissants
glatir	glati
glatir	glatie
glatir	glaties
glatir	glatîmes
glatir	glatira
glapisseur	glapisseurs
glatir	glatirai
glatir	glatirais
glatir	glatiras
glatir	glatiraient
glatir	glatirait
glatir	glatiriez
glatir	glatirent
glatir	glatirions
glatir	glatiront
glatir	glatis
glatir	glatirez
glatir	glatirons
glatir	glatissaient
glatir	glatissant
glatir	glatissais
glatir	glatissent
glatir	glatisse
glatir	glatissait
glatir	glatissez
glatir	glatisses
glatir	glatissons
glatir	glatissions
glatir	glatissiez
glatir	glatît
glatir	glatîtes
glaucome	glaucomes
glatir	glatit
glaviot	glaviots
glavioter	glaviotaient
glavioter	glaviotant
glavioter	glaviotait
glavioteur	glavioteurs
glauque	glauques
glaviotter	glaviotte
glavioter	glaviote
glénoïdal	glénoïdale
glénoïdal	glénoïdales
glénoïde	glénoïdes
glénoïdal	glénoïdaux
glial	gliale
glèbe	glèbes
glial	gliales
glissade	glissades
glissando	glissandi
glissando	glissandos
glial	gliaux
glissant	glissantes
glisse	glisses
glissant	glissants
glissant	glissante
glissement	glissements
glisser	glissaient
glisser	glissai
glisser	glissais
glisser	glissait
glisser	glissâmes
glisser	glissant
glisser	glissasse
glisser	glissassent
glisser	glissas
glisser	glissasses
glisser	glissassions
glisser	glissât
glisser	glissassiez
glisser	glissâtes
glisser	glissé
glisser	glissée
glisser	glissées
glisser	glissent
glisser	glissera
glisser	glisserai
glisser	glisseraient
glisser	glissa
glisser	glisserais
glisser	glisserait
glisser	glissèrent
glisser	glisserez
glisser	glisseras
glisser	glisseriez
glisser	glisserions
glisser	glisserons
glisser	glisses
glisser	glisseront
glisser	glissés
glisser	glisse
glisser	glissez
glisser	glissions
glissière	glissières
glisser	glissiez
global	globales
glisser	glissons
globalisant	globalisante
globalisant	globalisantes
globalisant	globalisants
globalisation	globalisations
global	globale
globaliser	globalisa
globaliser	globalisai
globaliser	globalisaient
globaliser	globalisait
globaliser	globalisais
globaliser	globalisâmes
globaliser	globalisant
globaliser	globalisasse
globaliser	globalisassent
globaliser	globalisasses
globaliser	globalisas
globaliser	globalisassiez
globaliser	globalisassions
globaliser	globalisâtes
global	globaux
globaliser	globalise
globaliser	globalisée
globaliser	globalisât
globaliser	globalisées
globaliser	globalisera
globaliser	globaliserai
globaliser	globaliseraient
globaliser	globalisé
globaliser	globalisent
globaliser	globaliseras
globaliser	globaliserais
globaliser	globaliserez
globaliser	globaliserait
globaliser	globaliserions
globaliser	globaliserons
globaliser	globalisèrent
globaliser	globaliseront
globaliser	globaliseriez
globaliser	globalisés
globaliser	globalisiez
globaliser	globalisions
globaliser	globalisons
globalité	globalités
globe	globes
globaliser	globalisez
globe-trotter	globe-trotters
globule	globules
globulaire	globulaires
globaliser	globalises
globuleux	globuleuse
glomérule	glomérules
gloriette	gloriettes
glorieux	glorieuse
gloire	gloires
glorieux	glorieuses
glorifier	glorifia
glorification	glorifications
glorifier	glorifiaient
gloria	glorias
glorifier	glorifiais
glorifier	glorifiâmes
glorifier	glorifiant
glorifier	glorifias
glorifier	glorifiait
glorifier	glorifiassent
glorifier	glorifiasses
glorifier	glorifiassiez
glorifier	glorifiassions
glorifier	glorifiasse
glorifier	glorifiâtes
glorifier	glorifiai
glorifier	glorifiât
glorifier	glorifiée
glorifier	glorifiées
glorifier	glorifie
glorifier	glorifié
glorifier	glorifiera
glorifier	glorifierai
glorifier	glorifieraient
glorifier	glorifierait
glorifier	glorifierais
glorifier	glorifièrent
glorifier	glorifierez
glorifier	glorifieras
glorifier	glorifieriez
glorifier	glorifierions
glorifier	glorifieront
glorifier	glorifient
glorifier	glorifierons
glorifier	glorifiés
glorifier	glorifiiez
glorifier	glorifiions
glorifier	glorifions
glorifier	glorifies
glorifier	glorifiez
gloser	glosaient
gloriole	glorioles
gloser	glose
gloser	glosé
gloser	glosées
glossateur	glossateurs
glosso-pharyngien	glosso-pharyngienne
glosso-pharyngien	glosso-pharyngiennes
glossaire	glossaires
glosso-pharyngien	glosso-pharyngiens
glose	gloses
glottal	glottales
glotte	glottes
glottal	glottale
glouglou	glouglous
glouglouter	glouglouta
glouglouter	glougloutai
glouglouter	glougloutaient
glouglouter	glougloutait
glouglouter	glougloutais
glouglouter	glougloutâmes
glottal	glottaux
glouglouter	glougloutas
glouglouter	glougloutasse
glouglouter	glougloutassent
glouglouter	glougloutassiez
glouglouter	glougloutassions
glouglouter	glougloutât
glouglouter	glougloutasses
glouglouter	glougloutâtes
glouglouter	glouglouté
glouglouter	glougloutant
glouglouter	glougloutera
glouglouter	glougloutent
glouglouter	glouglouterai
glouglouter	glouglouterais
glouglouter	glouglouteraient
glouglouter	glouglouteras
glouglouter	glouglouterait
glouglouter	glougloutèrent
glouglouter	glouglouteriez
glouglouter	glouglouterions
glouglouter	glouglouterez
glouglouter	glouglouterons
glouglouter	glougloutes
glouglouter	glouglouteront
glouglouter	glougloute
glouglouter	glougloutez
glouglouter	glougloutions
glouglouter	glougloutons
gloussant	gloussantes
glouglouter	glougloutiez
gloussant	gloussante
gloussement	gloussements
glousser	gloussai
gloussant	gloussants
glousser	gloussa
glousser	gloussaient
glousser	gloussais
glousser	gloussâmes
glousser	gloussant
glousser	gloussait
glousser	gloussasse
glousser	gloussassent
glousser	gloussasses
glousser	gloussassiez
glousser	gloussât
glousser	gloussassions
glousser	gloussâtes
glousser	gloussé
glousser	gloussée
glousser	gloussées
glousser	gloussent
glousser	glousse
glousser	gloussas
glousser	glousseraient
glousser	glousserais
glousser	glousserait
glousser	glousseras
glousser	gloussera
glousser	glousserai
glousser	glousseriez
glousser	gloussèrent
glousser	glousserons
glousser	glousserions
glousser	glousses
glousser	glousserez
glousser	glousseront
glousser	gloussiez
glousser	gloussés
glousser	gloussons
glousser	gloussions
glousser	gloussez
glouton	gloutonnes
gloutonner	gloutonnant
glouton	gloutonne
gloutonnerie	gloutonneries
gloxinia	gloxinias
gluant	gluante
glouton	gloutons
gluant	gluantes
